:ID,synsetId,note,:LABEL
ex_32308,eng-10-00349967-r,"you are goddamn right!",Example
ex_32309,eng-10-00332445-v,"When it was blown up, the building powderized",Example
ex_32310,eng-10-00586617-a,"possessing annihilative power",Example
ex_32311,eng-10-00586617-a,"a devastating hurricane",Example
ex_32312,eng-10-00586617-a,"the guns opened a withering fire",Example
ex_32313,eng-10-01174099-v,"The children gobbled down most of the birthday cake",Example
ex_32314,eng-10-14960963-n,"VX gas is one of those things we wish we could disinvent",Example
ex_32315,eng-10-00871405-v,"He threatened me when I tried to call the police",Example
ex_32316,eng-10-00604897-a,"a handy gadget",Example
ex_32317,eng-10-01236164-v,"The car hit a tree",Example
ex_32318,eng-10-01236164-v,"He struck the table with his elbow",Example
ex_32319,eng-10-01096471-a,"a small unfledged sparrow on the window sill",Example
ex_32320,eng-10-02747287-v,"24 contains 6",Example
ex_32321,eng-10-01639446-a,"the beautiful antique French furniture",Example
ex_32322,eng-10-00402004-a,"a badly stained tablecloth",Example
ex_32323,eng-10-00402004-a,"tear-stained cheeks",Example
ex_32324,eng-10-00155720-a,"a shameless imposter",Example
ex_32325,eng-10-00155720-a,"an unblushing apologist for fascism",Example
ex_32326,eng-10-01713250-a,"pain-free surgery",Example
ex_32327,eng-10-00748282-v,"The principal visited his rage on the students",Example
ex_32328,eng-10-02082611-a,"a disappointing performance from one who had seemed so promising",Example
ex_32329,eng-10-01311103-v,"dig a hole",Example
ex_32330,eng-10-01311103-v,"dig out a channel",Example
ex_32331,eng-10-10435988-n,"our pitcher has a sore arm",Example
ex_32332,eng-10-02117464-a,"water free of extraneous matter",Example
ex_32333,eng-10-02117464-a,"foreign particles in milk",Example
ex_32334,eng-10-02598642-v,"he plays around a lot",Example
ex_32335,eng-10-01736571-a,"seemly and forbearing...yet strong enough to resist aggression",Example
ex_32336,eng-10-01736571-a,"was longanimous in the face of suffering",Example
ex_32337,eng-10-01021120-a,"behavior worthy of reprobation",Example
ex_32338,eng-10-01021120-a,"a fact worthy of attention",Example
ex_32339,eng-10-00893167-v,"excuse someone's behavior",Example
ex_32340,eng-10-00893167-v,"She condoned her husband's occasional infidelities",Example
ex_32341,eng-10-02003186-v,"The group called a meeting to finally clear the air",Example
ex_32342,eng-10-01084091-a,"a brimful cup",Example
ex_32343,eng-10-01084091-a,"I am brimful of chowder",Example
ex_32344,eng-10-01084091-a,"a child brimming over with curiosity",Example
ex_32345,eng-10-01084091-a,"eyes brimming with tears",Example
ex_32346,eng-10-00184792-a,"the cash on hand is adequate for current needs",Example
ex_32347,eng-10-00184792-a,"emergency police were on hand in case of trouble",Example
ex_32348,eng-10-00184792-a,"a visible supply",Example
ex_32349,eng-10-00184792-a,"visible resources",Example
ex_32350,eng-10-00059782-a,"star-studded heavens",Example
ex_32351,eng-10-00059782-a,"diamond-studded belt",Example
ex_32352,eng-10-01626874-a,"a vulgar and objectionable person",Example
ex_32353,eng-10-01714896-a,"unrouged lips",Example
ex_32354,eng-10-00290923-a,"cars in an unbroken procession",Example
ex_32355,eng-10-00290923-a,"the unbroken quiet of the afternoon",Example
ex_32356,eng-10-07324235-n,"the germination of their discontent",Example
ex_32357,eng-10-00218673-a,"a dishy blonde",Example
ex_32358,eng-10-05162455-n,"it is a good plan but it has serious limitations",Example
ex_32359,eng-10-13869327-n,"a bend in the road",Example
ex_32360,eng-10-13869327-n,"a crook in the path",Example
ex_32361,eng-10-00038262-n,"if you persist in that course you will surely fail",Example
ex_32362,eng-10-00038262-n,"once a nation is embarked on a course of action it becomes extremely difficult for any retraction to take place",Example
ex_32363,eng-10-00766957-a,"allusive speech is characterized by allusions",Example
ex_32364,eng-10-05070622-n,"the oblateness of the planet",Example
ex_32365,eng-10-02664413-v,"His life now hangs by a thread",Example
ex_32366,eng-10-01128508-a,"ran a negative campaign",Example
ex_32367,eng-10-01128508-a,"delinquents retarded by their negative outlook on life",Example
ex_32368,eng-10-01261491-v,"egg a schnitzel",Example
ex_32369,eng-10-13843401-n,"the mutuality of their affection was obvious",Example
ex_32370,eng-10-01100008-v,"The Giants dropped 11 of their first 13",Example
ex_32371,eng-10-01089949-a,"found only odd-job employment",Example
ex_32372,eng-10-09236766-n,"a carpet of flowers",Example
ex_32373,eng-10-09236766-n,"the larvae of some moths spin a web that resembles a carpet",Example
ex_32374,eng-10-00354342-n,"the adoption of their amendments would have amounted to an evisceration of the act",Example
ex_32375,eng-10-00560628-v,"the wind backed",Example
ex_32376,eng-10-04215684-n,"the car had white sidewalls",Example
ex_32377,eng-10-02344568-v,"During the earthquake people looted the stores that were deserted by their owners",Example
ex_32378,eng-10-00319090-a,"at that time even Shakespeare was considered dangerous except in the expurgated versions",Example
ex_32379,eng-10-00099874-a,"Mars is a dead planet",Example
ex_32380,eng-10-00099874-a,"dead soil",Example
ex_32381,eng-10-00099874-a,"dead coals",Example
ex_32382,eng-10-00099874-a,"the fire is dead",Example
ex_32383,eng-10-01652601-a,"the door was ajar",Example
ex_32384,eng-10-00814468-a,"azoic rocks contain not organic remains",Example
ex_32385,eng-10-04632157-n,"it was a heavy play and the actors tried in vain to give life to it",Example
ex_32386,eng-10-13712689-n,"since `em quad' is hard to distinguish from `en quad', printers sometimes called it a `mutton quad'",Example
ex_32387,eng-10-01871979-v,"He pushed the table into a corner",Example
ex_32388,eng-10-14512817-n,"the historical context",Example
ex_32389,eng-10-01203288-a,"it has been said that only a hierarchical society with a leisure class at the top can produce works of art",Example
ex_32390,eng-10-01203288-a,"in her hierarchical set of values honesty comes first",Example
ex_32391,eng-10-01802219-v,"we lamented the death of the child",Example
ex_32392,eng-10-08566884-n,"the phone rang at the other end",Example
ex_32393,eng-10-08566884-n,"both ends wrote at the same time",Example
ex_32394,eng-10-05849789-n,"the map showed roads and other features",Example
ex_32395,eng-10-05849789-n,"generosity is one of his best characteristics",Example
ex_32396,eng-10-00129729-a,"his postprandial cigar",Example
ex_32397,eng-10-00129729-a,"took a postprandial walk",Example
ex_32398,eng-10-01471954-a,"minor children",Example
ex_32399,eng-10-05079866-n,"he assumed an attitude of surrender",Example
ex_32400,eng-10-05693669-n,"racism is a pestilence at the heart of the nation",Example
ex_32401,eng-10-05693669-n,"according to him, I was the canker in their midst",Example
ex_32402,eng-10-07226841-n,"they took an oath of allegiance",Example
ex_32403,eng-10-01012503-a,"the original inhabitants of the Americas",Example
ex_32404,eng-10-01012503-a,"the book still has its original binding",Example
ex_32405,eng-10-01012503-a,"restored the house to its original condition",Example
ex_32406,eng-10-01012503-a,"the original performance of the opera",Example
ex_32407,eng-10-01012503-a,"the original cast",Example
ex_32408,eng-10-01012503-a,"retracted his original statement",Example
ex_32409,eng-10-02644771-v,"This scene overarches the entire first act",Example
ex_32410,eng-10-00168039-a,"a glossy TV series",Example
ex_32411,eng-10-01060570-a,"carefully taped pieces of glass served as a windowpane",Example
ex_32412,eng-10-00794650-a,"a single-breasted jacket",Example
ex_32413,eng-10-01425056-a,"a blank cartridge",Example
ex_32414,eng-10-00880586-a,"his augmented renown",Example
ex_32415,eng-10-00880586-a,"a greatly augmented collection of books",Example
ex_32416,eng-10-00007990-a,"a water-repellent fabric",Example
ex_32417,eng-10-00007990-a,"plastic highly resistant to steam and water",Example
ex_32418,eng-10-01658444-v,"The fishermen tied their flies",Example
ex_32419,eng-10-00174412-n,"the situation called for strong measures",Example
ex_32420,eng-10-00174412-n,"the police took steps to reduce crime",Example
ex_32421,eng-10-00669478-a,"villagers shun the area believing it to be cursed",Example
ex_32422,eng-10-00669478-a,"cursed with four daughter",Example
ex_32423,eng-10-00669478-a,"not a cursed drop",Example
ex_32424,eng-10-00669478-a,"his cursed stupidity",Example
ex_32425,eng-10-00669478-a,"I'll be cursed if I can see your reasoning",Example
ex_32426,eng-10-02378623-v,"She reacts negatively to everything I say",Example
ex_32427,eng-10-06394282-n,"the reserve clause was used to bind players to a particular ball club",Example
ex_32428,eng-10-02450989-v,"Hold the taxi",Example
ex_32429,eng-10-02450989-v,"Hold the horse",Example
ex_32430,eng-10-01001294-v,"set forth one's reasons",Example
ex_32431,eng-10-01959482-v,"He cantered the horse across the meadow",Example
ex_32432,eng-10-05816790-n,"he could not believe the meter reading",Example
ex_32433,eng-10-05816790-n,"the barometer gave clear indications of an approaching storm",Example
ex_32434,eng-10-00682928-v,"This magazine is censored by the government",Example
ex_32435,eng-10-10083526-n,"he was elected a fellow of the American Physiological Association",Example
ex_32436,eng-10-08223802-n,"the team is drawn from all parts of the community",Example
ex_32437,eng-10-00209943-n,"the termination of the agreement",Example
ex_32438,eng-10-07509827-n,"her departure left him in utter devastation",Example
ex_32439,eng-10-00180770-n,"his willing embrace of new ideas",Example
ex_32440,eng-10-00180770-n,"in the bosom of the family",Example
ex_32441,eng-10-00424008-a,"good clean fun",Example
ex_32442,eng-10-00424008-a,"a clean joke",Example
ex_32443,eng-10-02159612-a,"she shut her dazzled eyes against the sun's brilliance",Example
ex_32444,eng-10-01634364-a,"unsanctioned use of company cars",Example
ex_32445,eng-10-02595469-a,"immunocompetent cells",Example
ex_32446,eng-10-00877938-a,"a beta version",Example
ex_32447,eng-10-00877938-a,"beta software",Example
ex_32448,eng-10-02711543-v,"rail in the old graves",Example
ex_32449,eng-10-00344686-a,"adjustable interest rates",Example
ex_32450,eng-10-01499265-v,"She threw the blanket around the child",Example
ex_32451,eng-10-01499265-v,"thrust the money in the hands of the beggar",Example
ex_32452,eng-10-01051814-a,"infelicitous circumstances",Example
ex_32453,eng-10-01051814-a,"unhappy caravans, straggling afoot through swamps and canebrakes- American Guide Series",Example
ex_32454,eng-10-00453731-n,"farming is a strenuous life",Example
ex_32455,eng-10-00453731-n,"there's no work on the land any more",Example
ex_32456,eng-10-00208210-v,"This drug aggravates the pain",Example
ex_32457,eng-10-00255918-a,"tried to push through the matted undergrowth",Example
ex_32458,eng-10-00633084-a,"fallacious hope",Example
ex_32459,eng-10-00615615-v,"New Englanders drop their post-vocalic r's",Example
ex_32460,eng-10-05749210-n,"they didn't take his hairsplitting seriously",Example
ex_32461,eng-10-00353611-n,"the doctor prescribed the tapering of the dose",Example
ex_32462,eng-10-01183638-n,"he organized the weekly moot",Example
ex_32463,eng-10-01167540-a,"recuperative powers",Example
ex_32464,eng-10-01167540-a,"strongly recuperative remedies",Example
ex_32465,eng-10-01167540-a,"restorative effects of exercise",Example
ex_32466,eng-10-00928874-a,"the Wollemi pine found in Australia is a surviving specimen of a conifer thought to have been long extinct and therefore known as a living fossil",Example
ex_32467,eng-10-00928874-a,"the only surviving frontier blockhouse in Pennsylvania",Example
ex_32468,eng-10-00589904-v,"did you catch that allusion?",Example
ex_32469,eng-10-00589904-v,"We caught something of his theory in the lecture",Example
ex_32470,eng-10-00589904-v,"don't catch your meaning",Example
ex_32471,eng-10-00589904-v,"did you get it?",Example
ex_32472,eng-10-00589904-v,"She didn't get the joke",Example
ex_32473,eng-10-00589904-v,"I just don't get him",Example
ex_32474,eng-10-01281695-a,"a nickel-and-dime operation run out of a single rented room",Example
ex_32475,eng-10-01281695-a,"a small-time actor",Example
ex_32476,eng-10-01658386-a,"a castle involved in mist",Example
ex_32477,eng-10-01658386-a,"the difficulties in which the question is involved",Example
ex_32478,eng-10-00511214-a,"an incompetent secret service",Example
ex_32479,eng-10-00511214-a,"the filming was hopeless incompetent",Example
ex_32480,eng-10-01851118-a,"too often the significant episode deteriorates into sententious conversation- Kathleen Barnes",Example
ex_32481,eng-10-01279028-a,"the historic first voyage to outer space",Example
ex_32482,eng-10-15169873-n,"it rained for a week",Example
ex_32483,eng-10-01089285-v,"We teamed up for this new project",Example
ex_32484,eng-10-01779558-a,"physiologic functions",Example
ex_32485,eng-10-01779558-a,"physiological processes",Example
ex_32486,eng-10-00505802-v,"electrify an appliance",Example
ex_32487,eng-10-08654360-n,"his state is in the deep south",Example
ex_32488,eng-10-13596235-n,"the game is 6 all",Example
ex_32489,eng-10-13596235-n,"he is serving for the game",Example
ex_32490,eng-10-05792446-n,"his assignment verged on the impossible",Example
ex_32491,eng-10-05130875-n,"what is the yardage of this golf course?",Example
ex_32492,eng-10-00002312-a,"the abaxial surface of a leaf is the underside or side facing away from the stem",Example
ex_32493,eng-10-00960481-a,"is untrue to his highest opportunity and duty-Bruno Laske",Example
ex_32494,eng-10-06194894-n,"the Kalashnikov culture in Afghanistan",Example
ex_32495,eng-10-03484931-n,"the magnifying glass was invented by Roger Bacon in 1250",Example
ex_32496,eng-10-01295275-v,"join these two parts so that they fit together",Example
ex_32497,eng-10-05663275-n,"he introduced a wide vocabulary of techniques",Example
ex_32498,eng-10-14423870-n,"the house was a wreck when they bought it",Example
ex_32499,eng-10-14423870-n,"thanks to that quack I am a human wreck",Example
ex_32500,eng-10-00523587-a,"the university is like a self-contained city with shops and all amenities",Example
ex_32501,eng-10-07989373-n,"his second marriage was happier than the first",Example
ex_32502,eng-10-07989373-n,"a married couple without love",Example
ex_32503,eng-10-01808227-a,"a fabulous vacation",Example
ex_32504,eng-10-01629832-a,"bands of marauding Indians",Example
ex_32505,eng-10-01629832-a,"predatory warfare",Example
ex_32506,eng-10-01629832-a,"a raiding party",Example
ex_32507,eng-10-00908672-a,"`nigger' is a dysphemistic term for `African-American'",Example
ex_32508,eng-10-01654769-a,"staring eyes",Example
ex_32509,eng-10-01173057-v,"The food was placed on the table and the children pitched in",Example
ex_32510,eng-10-00206750-a,"a thick-billed bird",Example
ex_32511,eng-10-00206750-a,"a long-billed cap",Example
ex_32512,eng-10-01939811-v,"The boys bobbed down the hill screaming with pleasure",Example
ex_32513,eng-10-00868097-v,"I dare you!",Example
ex_32514,eng-10-01602112-a,"northwesterly winds",Example
ex_32515,eng-10-02738544-v,"The path spirals up the mountain",Example
ex_32516,eng-10-00093327-v,"Those who recidivate are often minor criminals",Example
ex_32517,eng-10-01992996-a,"the role of the dissenter is not for the weak-kneed",Example
ex_32518,eng-10-01066070-a,"he was born of slave parents",Example
ex_32519,eng-10-01240210-n,"it occurs without human intervention",Example
ex_32520,eng-10-01317954-a,"injured soldiers",Example
ex_32521,eng-10-01317954-a,"injured feelings",Example
ex_32522,eng-10-00956340-n,"they called the first World War an Armageddon",Example
ex_32523,eng-10-07427534-n,"attenuation in the volume of the sound",Example
ex_32524,eng-10-01717669-a,"an impalpable cloud",Example
ex_32525,eng-10-01717669-a,"impalpable shadows",Example
ex_32526,eng-10-01717669-a,"impalpable distinctions",Example
ex_32527,eng-10-01717669-a,"as impalpable as a dream",Example
ex_32528,eng-10-00768778-v,"He palavered her into going along",Example
ex_32529,eng-10-01142636-v,"drive the forest",Example
ex_32530,eng-10-01102839-v,"The cyclist has eliminated all the competitors in the race",Example
ex_32531,eng-10-04909887-n,"Liza had always had a tendency to wildness",Example
ex_32532,eng-10-04909887-n,"the element of wildness in his behavior was a protest against repressive convention",Example
ex_32533,eng-10-02281611-a,"a woman who became active rather than apathetic as she grew older",Example
ex_32534,eng-10-00768098-a,"used devious means to achieve success",Example
ex_32535,eng-10-00768098-a,"gave oblique answers to direct questions",Example
ex_32536,eng-10-00768098-a,"oblique political maneuvers",Example
ex_32537,eng-10-13640206-n,"he used the wrong exposure",Example
ex_32538,eng-10-00058359-r,"he answered very indirectly",Example
ex_32539,eng-10-10197967-n,"a lazy bum",Example
ex_32540,eng-10-00214165-a,"his head fuzzed like a dandelion gone to seed",Example
ex_32541,eng-10-10674130-n,"a suer for the hand of the princess",Example
ex_32542,eng-10-00375579-v,"an iced summer drink",Example
ex_32543,eng-10-00969556-a,"quaint dialect words",Example
ex_32544,eng-10-00969556-a,"quaint streets of New Orleans, that most foreign of American cities",Example
ex_32545,eng-10-01920834-a,"the clangorous locomotive works",Example
ex_32546,eng-10-01920834-a,"a clanging gong",Example
ex_32547,eng-10-07851054-n,"she could peel an apple with a single long paring",Example
ex_32548,eng-10-00937732-a,"unseasoned artillery volunteers",Example
ex_32549,eng-10-00937732-a,"still untested in battle",Example
ex_32550,eng-10-00937732-a,"an illustrator untried in mural painting",Example
ex_32551,eng-10-00937732-a,"a young hand at plowing",Example
ex_32552,eng-10-05727808-n,"the plot contained too many improbable contrivances to be believable",Example
ex_32553,eng-10-00336539-v,"The heat checked the paint",Example
ex_32554,eng-10-03148137-a,"uncollected garbage in the streets",Example
ex_32555,eng-10-01084489-n,"there was a reshuffle of cabinet officers",Example
ex_32556,eng-10-07465781-n,"we watched the World Series on TV",Example
ex_32557,eng-10-00617137-a,"she served us underdone bacon and burnt biscuits",Example
ex_32558,eng-10-00945499-v,"Say grace",Example
ex_32559,eng-10-00945499-v,"She said her `Hail Mary'",Example
ex_32560,eng-10-01398199-a,"a tight roof",Example
ex_32561,eng-10-01398199-a,"warm in our tight little house",Example
ex_32562,eng-10-09361517-n,"conifer forests cover the eastern versant",Example
ex_32563,eng-10-01529053-a,"silver bracelets",Example
ex_32564,eng-10-01960491-v,"the horses single-footed",Example
ex_32565,eng-10-00926156-v,"I need to mature my thoughts",Example
ex_32566,eng-10-00343600-v,"the function iterates",Example
ex_32567,eng-10-01792387-a,"a stark interior",Example
ex_32568,eng-10-07302542-n,"the collision of the particles resulted in an exchange of energy and a change of direction",Example
ex_32569,eng-10-00902157-a,"a virtual dependence on charity",Example
ex_32570,eng-10-00902157-a,"a virtual revolution",Example
ex_32571,eng-10-00902157-a,"virtual reality",Example
ex_32572,eng-10-00098933-a,"an artesian well",Example
ex_32573,eng-10-00098933-a,"artesian pressure",Example
ex_32574,eng-10-02918831-n,"we quaffed a bumper of ale",Example
ex_32575,eng-10-00408205-r,"such expenses are necessarily incurred",Example
ex_32576,eng-10-05858699-n,"if f(x)=y, y is the dependent variable",Example
ex_32577,eng-10-02673630-v,"The tax relief unbalanced the budget",Example
ex_32578,eng-10-02673630-v,"The prima donna unbalances the smooth work in our department",Example
ex_32579,eng-10-00456121-a,"the habited men of the monastery",Example
ex_32580,eng-10-14601829-n,"proteins are composed of various proportions of about 20 common amino acids",Example
ex_32581,eng-10-01291941-v,"close the circuit",Example
ex_32582,eng-10-01291941-v,"close a wound",Example
ex_32583,eng-10-01291941-v,"close a book",Example
ex_32584,eng-10-01291941-v,"close up an umbrella",Example
ex_32585,eng-10-00482452-a,"among the states Connecticut has a high per capita income",Example
ex_32586,eng-10-01848190-v,"Kids were kiting in the park",Example
ex_32587,eng-10-01848190-v,"They kited the Red Dragon model",Example
ex_32588,eng-10-02501247-a,"Rembrandt is considered a blue-chip artist",Example
ex_32589,eng-10-00805566-a,"her breezy nature",Example
ex_32590,eng-10-00528225-v,"corned beef",Example
ex_32591,eng-10-00848983-a,"it is incumbent on me to attend",Example
ex_32592,eng-10-01568886-v,"smother the meat in gravy",Example
ex_32593,eng-10-08665504-n,"they drive through town on their way to work",Example
ex_32594,eng-10-08460152-n,"progressing in severity as though a cascade of genetic damage was occurring",Example
ex_32595,eng-10-08460152-n,"separation of isotopes by a cascade of processes",Example
ex_32596,eng-10-00922867-v,"The thermometer showed thirteen degrees below zero",Example
ex_32597,eng-10-00922867-v,"The gauge read `empty'",Example
ex_32598,eng-10-07172117-n,"some reform-minded Islamic scholars believe that reopening ijtihad is a prerequisite for the survival of Islam",Example
ex_32599,eng-10-10662046-n,"a stringer of beads",Example
ex_32600,eng-10-00049003-n,"she made a grand entrance",Example
ex_32601,eng-10-01270004-a,"after playing hard the children were thirsty",Example
ex_32602,eng-10-02441132-a,"gnawed his nether lip",Example
ex_32603,eng-10-00595306-v,"She has so many books, she just lost track and cannot find this volume",Example
ex_32604,eng-10-00920881-a,"made an unexcited appraisal of the situation",Example
ex_32605,eng-10-02713992-n,"a hollow roundel",Example
ex_32606,eng-10-07268413-n,"they passed out campaign buttons for their candidate",Example
ex_32607,eng-10-06404416-n,"his signature was just a squiggle but only he could make that squiggle",Example
ex_32608,eng-10-00838786-v,"She isn't really working--she's just going through the motions",Example
ex_32609,eng-10-01635146-a,"the established social order",Example
ex_32610,eng-10-01635146-a,"distrust the constituted authority",Example
ex_32611,eng-10-01635146-a,"a team established as a member of a major league",Example
ex_32612,eng-10-01635146-a,"enjoyed his prestige as an established writer",Example
ex_32613,eng-10-01635146-a,"an established precedent",Example
ex_32614,eng-10-01635146-a,"the established Church",Example
ex_32615,eng-10-02426171-v,"open a business",Example
ex_32616,eng-10-00293882-a,"she's tied up at the moment and can't see you",Example
ex_32617,eng-10-00293882-a,"the phone was tied up for almost an hour",Example
ex_32618,eng-10-00113728-v,"The solid, when heated, gelled",Example
ex_32619,eng-10-00755220-a,"derelict (or delinquent) in his duty",Example
ex_32620,eng-10-00755220-a,"neglectful of his duties",Example
ex_32621,eng-10-00755220-a,"remiss of you not to pay your bills",Example
ex_32622,eng-10-01301410-v,"This holds the local until the express passengers change trains",Example
ex_32623,eng-10-01301410-v,"About a dozen animals were held inside the stockade",Example
ex_32624,eng-10-01301410-v,"The illegal immigrants were held at a detention center",Example
ex_32625,eng-10-01301410-v,"The terrorists held the journalists for ransom",Example
ex_32626,eng-10-01447257-v,"He pressed down on the boards",Example
ex_32627,eng-10-01447257-v,"press your thumb on this spot",Example
ex_32628,eng-10-00906312-a,"a laudatory remark",Example
ex_32629,eng-10-00624416-a,"appreciable amounts of noxious wastes are dumped into the harbor",Example
ex_32630,eng-10-02469085-v,"The developers parceled the land",Example
ex_32631,eng-10-00348592-r,"this should be played glissando, please",Example
ex_32632,eng-10-00819526-a,"the illness had reached an advanced stage",Example
ex_32633,eng-10-00819526-a,"an advanced state of exhaustion",Example
ex_32634,eng-10-04740326-n,"he had never grown accustomed to the monotony of his work",Example
ex_32635,eng-10-04740326-n,"he was sick of the humdrum of his fellow prisoners",Example
ex_32636,eng-10-04740326-n,"he hated the sameness of the food the college served",Example
ex_32637,eng-10-00677544-v,"The customer picked over the selection",Example
ex_32638,eng-10-01278818-a,"a great work of art",Example
ex_32639,eng-10-01278818-a,"Einstein was one of the outstanding figures of the 20th centurey",Example
ex_32640,eng-10-01266457-v,"bonderize steel",Example
ex_32641,eng-10-00455084-a,"bundled-up sailors and soldiers",Example
ex_32642,eng-10-00207184-v,"I've upgraded my computer so I can run better software",Example
ex_32643,eng-10-00207184-v,"The company upgraded their personnel",Example
ex_32644,eng-10-02464693-a,"a trustworthy report",Example
ex_32645,eng-10-02464693-a,"an experienced and trustworthy traveling companion",Example
ex_32646,eng-10-05131647-n,"the altitude gave her a headache",Example
ex_32647,eng-10-01253469-a,"luminescent organisms emit heatless light",Example
ex_32648,eng-10-00693020-a,"a heavy sleep",Example
ex_32649,eng-10-00693020-a,"fell into a profound sleep",Example
ex_32650,eng-10-00693020-a,"a sound sleeper",Example
ex_32651,eng-10-00693020-a,"deep wakeless sleep",Example
ex_32652,eng-10-02563068-a,"won by a wide margin",Example
ex_32653,eng-10-00974519-a,"nothing so frumpish as last year's gambling game",Example
ex_32654,eng-10-01395821-a,"law-abiding citizens",Example
ex_32655,eng-10-01395821-a,"observant of the speed limit",Example
ex_32656,eng-10-02745882-v,"There seems no reason to go ahead with the project now",Example
ex_32657,eng-10-02031430-v,"rail off the crowds from the Presidential palace",Example
ex_32658,eng-10-02623906-v,"our plans began to take shape",Example
ex_32659,eng-10-00110919-r,"outside, the box is black",Example
ex_32660,eng-10-01055688-n,"the doctor goes on his rounds first thing every morning",Example
ex_32661,eng-10-01055688-n,"the postman's rounds",Example
ex_32662,eng-10-01055688-n,"we enjoyed our round of the local bars",Example
ex_32663,eng-10-14539524-n,"he was arrested for disturbing the peace",Example
ex_32664,eng-10-02062670-a,"curtains the same color as the walls",Example
ex_32665,eng-10-02062670-a,"two girls of the same age",Example
ex_32666,eng-10-02062670-a,"mother and son have the same blue eyes",Example
ex_32667,eng-10-02062670-a,"animals of the same species",Example
ex_32668,eng-10-02062670-a,"the same rules as before",Example
ex_32669,eng-10-02062670-a,"two boxes having the same dimensions",Example
ex_32670,eng-10-02062670-a,"the same day next year",Example
ex_32671,eng-10-00668805-v,"I shall have to accept these unpleasant working conditions",Example
ex_32672,eng-10-00668805-v,"I swallowed the insult",Example
ex_32673,eng-10-00668805-v,"She has learned to live with her husband's little idiosyncrasies",Example
ex_32674,eng-10-01757546-v,"construct a proof",Example
ex_32675,eng-10-01757546-v,"construct an argument",Example
ex_32676,eng-10-00894365-v,"She was pleading insanity",Example
ex_32677,eng-10-05463533-n,"in most people the speech center is in the left hemisphere",Example
ex_32678,eng-10-05855904-n,"the general term of an algebraic equation of the n-th degree",Example
ex_32679,eng-10-00134737-v,"The oxide is alkalized",Example
ex_32680,eng-10-00782957-a,"at their edges things were pretty much out of focus",Example
ex_32681,eng-10-00381326-n,"the interspersion of illustrations in the text",Example
ex_32682,eng-10-06473563-n,"he filled out his tax form",Example
ex_32683,eng-10-02235994-a,"his slipping and slithering progress over the ice",Example
ex_32684,eng-10-01477704-v,"Shade your eyes when you step out into the bright sunlight",Example
ex_32685,eng-10-02351064-a,"firmly based ice",Example
ex_32686,eng-10-00347853-n,"vigorous worrying finally loosened the saw",Example
ex_32687,eng-10-01004582-n,"he has a job meter reading for the gas company",Example
ex_32688,eng-10-00271022-a,"the room was bright and airy",Example
ex_32689,eng-10-00271022-a,"a stage bright with spotlights",Example
ex_32690,eng-10-00350069-a,"the rhythm of physiological time is not modifiable except by interference with certain fundamental processes- Alexis Carrel",Example
ex_32691,eng-10-07137807-n,"the essay contained too much detail",Example
ex_32692,eng-10-05405324-n,"his story brought tears to her eyes",Example
ex_32693,eng-10-02748421-a,"inductive reactance",Example
ex_32694,eng-10-02256082-a,"seedless grapefruit",Example
ex_32695,eng-10-01445756-v,"The dog snapped off a piece of cloth from the intruder's pants",Example
ex_32696,eng-10-00012689-a,"a poem or essay may be typical of its period in idea or ideal content",Example
ex_32697,eng-10-08674970-n,"he bought a lot on the lake",Example
ex_32698,eng-10-00669138-a,"obsolete words",Example
ex_32699,eng-10-00669138-a,"an obsolete locomotive",Example
ex_32700,eng-10-00669138-a,"outdated equipment",Example
ex_32701,eng-10-00669138-a,"superannuated laws",Example
ex_32702,eng-10-00669138-a,"out-of-date ideas",Example
ex_32703,eng-10-00749991-n,"he gave us the old double cross",Example
ex_32704,eng-10-00749991-n,"I could no longer tolerate his impudent double-crossing",Example
ex_32705,eng-10-00613683-v,"She left a mess when she moved out",Example
ex_32706,eng-10-00613683-v,"His good luck finally left him",Example
ex_32707,eng-10-00613683-v,"her husband left her after 20 years of marriage",Example
ex_32708,eng-10-00613683-v,"she wept thinking she had been left behind",Example
ex_32709,eng-10-10077879-n,"A fanatic is one who can't change his mind and won't change the subject--Winston Churchill",Example
ex_32710,eng-10-04743024-n,"they shared an identity of interests",Example
ex_32711,eng-10-00738593-a,"determinable velocities",Example
ex_32712,eng-10-00738593-a,"matters determinable by law",Example
ex_32713,eng-10-00246217-v,"The population doubled within 50 years",Example
ex_32714,eng-10-13500214-n,"the inhibition of the heart by the vagus nerve",Example
ex_32715,eng-10-02511340-a,"a convulsive rage",Example
ex_32716,eng-10-02511340-a,"convulsive laughter",Example
ex_32717,eng-10-01916033-v,"His hand sliced through the air",Example
ex_32718,eng-10-00430191-a,"the law itself was unclear on that point",Example
ex_32719,eng-10-00430191-a,"the reason for their actions is unclear to this day",Example
ex_32720,eng-10-05134880-n,"the profundity of the mine was almost a mile",Example
ex_32721,eng-10-00471842-a,"years of research produced no reportable results",Example
ex_32722,eng-10-01865866-v,"the cork bobbed around in the pool",Example
ex_32723,eng-10-02262173-a,"liquefied petroleum gas",Example
ex_32724,eng-10-00457723-n,"they won the game with a 10-hit attack in the 9th inning",Example
ex_32725,eng-10-04723286-n,"the Greek ethos",Example
ex_32726,eng-10-00527232-v,"compost organic debris",Example
ex_32727,eng-10-07356266-n,"after several hours of sinking an unexpected rally rescued the market",Example
ex_32728,eng-10-07356266-n,"he could not control the sinking of his legs",Example
