:ID,lexicalId,writtenForm,partOfSpeech,:LABEL
w201230,w201230,"渐弱",a,Lemma
w241436,w241436,"四价铈",a,Lemma
w203668,w203668,"麒麟花",n,Lemma
w226607,w226607,"眼子菜",n,Lemma
w193769,w193769,"变朦胧",v,Lemma
w239182,w239182,"劫掠",v,Lemma
w233278,w233278,"光量测定",a,Lemma
w200854,w200854,"消耗",n,Lemma
w217327,w217327,"瓦檐饰",n,Lemma
w192426,w192426,"第八十+的",a,Lemma
w204046,w204046,"金腰属",n,Lemma
w190625,w190625,"亚马逊河",n,Lemma
w228920,w228920,"精神病院",n,Lemma
w231167,w231167,"网状组织",a,Lemma
w231408,w231408,"弱化",n,Lemma
w234555,w234555,"希腊式十字架",n,Lemma
w212723,w212723,"使发劈啪声",v,Lemma
w198011,w198011,"女权主义+的",a,Lemma
w263540,w263540,"黄铜",a,Lemma
w201456,w201456,"氨络+的",a,Lemma
w217722,w217722,"极度邪恶+地",r,Lemma
w249543,w249543,"贵族",a,Lemma
w248185,w248185,"细亚绒绵羊手套革",n,Lemma
w198390,w198390,"偏侧盲",n,Lemma
w250969,w250969,"哈萨克",a,Lemma
w238978,w238978,"跨越障碍",v,Lemma
w263351,w263351,"顽皮+地",r,Lemma
w194461,w194461,"算法错误",n,Lemma
w215651,w215651,"水蔴叶",n,Lemma
w247211,w247211,"如基督徒",a,Lemma
w261753,w261753,"绊倒",v,Lemma
w192258,w192258,"看到",v,Lemma
w214255,w214255,"水洗过+的",a,Lemma
w240674,w240674,"锄",n,Lemma
w215358,w215358,"消息",n,Lemma
w251614,w251614,"表达",n,Lemma
w219704,w219704,"不懈",a,Lemma
w194581,w194581,"分生孢子层",n,Lemma
w245371,w245371,"撤消承认",v,Lemma
w211411,w211411,"多虫+的",a,Lemma
w225340,w225340,"可隔离+的",a,Lemma
w247919,w247919,"易误解",a,Lemma
w231925,w231925,"叮当作响",v,Lemma
w231529,w231529,"双重薪金",n,Lemma
w208290,w208290,"缓冲器",n,Lemma
w247360,w247360,"每天的",a,Lemma
w252294,w252294,"邪恶",a,Lemma
w240576,w240576,"生成物",n,Lemma
w209619,w209619,"荜澄茄香烟",n,Lemma
w260496,w260496,"营养不良+的",a,Lemma
w218585,w218585,"劲儿",n,Lemma
w235217,w235217,"栏杆",n,Lemma
w254065,w254065,"有思想+的",a,Lemma
w213992,w213992,"新加坡+的",a,Lemma
w240651,w240651,"厨房用+的",a,Lemma
w243778,w243778,"情报机构",n,Lemma
w193336,w193336,"辛烷值",n,Lemma
w206180,w206180,"舷窗外盖",n,Lemma
w189616,w189616,"金叶树属",n,Lemma
w257776,w257776,"停车",a,Lemma
w229930,w229930,"再洗礼派运动",n,Lemma
w244060,w244060,"有意义",r,Lemma
w215472,w215472,"锁",v,Lemma
w235840,w235840,"尖顶饰",n,Lemma
w239749,w239749,"单独进行的工作",n,Lemma
w204789,w204789,"修改",n,Lemma
w217169,w217169,"大气电",n,Lemma
w223549,w223549,"音乐恐怖",n,Lemma
w215943,w215943,"倾角",n,Lemma
w236572,w236572,"眼力锐利+的",a,Lemma
w253486,w253486,"脓癣",n,Lemma
w234654,w234654,"岁末",n,Lemma
w232890,w232890,"伞状花科+的",a,Lemma
w242896,w242896,"海参纲",n,Lemma
w216280,w216280,"皇家+的",a,Lemma
w263943,w263943,"不坦率",a,Lemma
w251932,w251932,"借款",n,Lemma
w233511,w233511,"举止不优雅",a,Lemma
w204878,w204878,"妨害",n,Lemma
w216214,w216214,"暖和",a,Lemma
w200194,w200194,"师",n,Lemma
w239040,w239040,"挨近",v,Lemma
w227760,w227760,"老迈",n,Lemma
w231688,w231688,"坚固+地",r,Lemma
w244510,w244510,"于此",r,Lemma
w259455,w259455,"阿巴拉契亚",a,Lemma
w254782,w254782,"尖锐",a,Lemma
w205432,w205432,"美洲菱鮃",n,Lemma
w216074,w216074,"约定+的",a,Lemma
w213305,w213305,"瓠瓜木",n,Lemma
w255662,w255662,"句号",n,Lemma
w224840,w224840,"使兴奋",a,Lemma
w220132,w220132,"复折形屋顶",n,Lemma
w241863,w241863,"复审",v,Lemma
w226861,w226861,"海百合类",n,Lemma
w196978,w196978,"昏迷",v,Lemma
w220353,w220353,"可辩论+的",a,Lemma
w217978,w217978,"反口+的",a,Lemma
w204702,w204702,"没教养",a,Lemma
w263432,w263432,"被统治",n,Lemma
w236263,w236263,"秦椒",n,Lemma
w264156,w264156,"玉竹",n,Lemma
w203962,w203962,"可辞职",a,Lemma
w193264,w193264,"城河",n,Lemma
w211279,w211279,"符合科学",a,Lemma
w262462,w262462,"失去性功能",a,Lemma
w208539,w208539,"代数学",n,Lemma
w238300,w238300,"短尾",n,Lemma
w202601,w202601,"回教徒",a,Lemma
w201675,w201675,"有益于",v,Lemma
w198103,w198103,"生长在岩石中",a,Lemma
w222704,w222704,"不利",n,Lemma
w191703,w191703,"溶血性贫血",n,Lemma
w262839,w262839,"鸭尾艄",n,Lemma
w216042,w216042,"笨重地落下",v,Lemma
w221376,w221376,"氨钟",n,Lemma
w208044,w208044,"灵感",n,Lemma
w223717,w223717,"低级小饭馆",n,Lemma
w249644,w249644,"盘旋",v,Lemma
w245107,w245107,"模型检验器",n,Lemma
w194677,w194677,"级联液化器",n,Lemma
w254333,w254333,"侦探",v,Lemma
w199732,w199732,"非淋菌性尿道炎",n,Lemma
w210631,w210631,"作花式溜冰",v,Lemma
w228963,w228963,"放线菌类+的",a,Lemma
w239521,w239521,"文献学+的",a,Lemma
w231742,w231742,"有益于健康+的",a,Lemma
w194778,w194778,"增进+的",a,Lemma
w240347,w240347,"坦桑尼亚先令",n,Lemma
w245189,w245189,"宫颈套",n,Lemma
w232379,w232379,"茨藻科",n,Lemma
w201324,w201324,"玉石",n,Lemma
w219585,w219585,"白杨的一种",n,Lemma
w211309,w211309,"矫揉造作+地",r,Lemma
w211424,w211424,"南非的电影院",n,Lemma
w226336,w226336,"发酵性+的",a,Lemma
w240812,w240812,"有把柄",a,Lemma
w217051,w217051,"分泌唾液",n,Lemma
w222626,w222626,"不动",n,Lemma
w189206,w189206,"停滞状态",n,Lemma
w241607,w241607,"微点照片",n,Lemma
w195881,w195881,"大眼鲷科",n,Lemma
w199264,w199264,"以钟点计算",a,Lemma
w223768,w223768,"可哀",r,Lemma
w202255,w202255,"标准化契约",n,Lemma
w232807,w232807,"回流",n,Lemma
w194463,w194463,"涡动",v,Lemma
w249657,w249657,"县立+的",a,Lemma
w257043,w257043,"无锈",a,Lemma
w234483,w234483,"打扮",n,Lemma
w207958,w207958,"水合氯醛",n,Lemma
w261314,w261314,"适当干+的",a,Lemma
w238452,w238452,"无节制",a,Lemma
w198637,w198637,"戏剧艺术",n,Lemma
w244263,w244263,"在耐力上超过",v,Lemma
w247023,w247023,"束",v,Lemma
w263380,w263380,"希腊",a,Lemma
w189754,w189754,"担子菌类+的",a,Lemma
w262277,w262277,"水平+地",r,Lemma
w249249,w249249,"比得上",v,Lemma
w210497,w210497,"氨基塑料",n,Lemma
w234912,w234912,"风雨剥蚀+的",a,Lemma
w209614,w209614,"牛津",a,Lemma
w200240,w200240,"水状胶体",n,Lemma
w207777,w207777,"发酵",v,Lemma
w213006,w213006,"承受",v,Lemma
w252911,w252911,"青豆",n,Lemma
w258088,w258088,"踩",v,Lemma
w222523,w222523,"钙质",a,Lemma
w209198,w209198,"强壮的",a,Lemma
w232602,w232602,"坦白+的",a,Lemma
w241898,w241898,"厌食",a,Lemma
w200022,w200022,"扬声器",n,Lemma
w213651,w213651,"水凝胶",n,Lemma
w223681,w223681,"生效的",a,Lemma
w247292,w247292,"日出",n,Lemma
w264676,w264676,"雪板",n,Lemma
w228731,w228731,"集群+的",a,Lemma
w258129,w258129,"双耳细颈瓶",n,Lemma
w208570,w208570,"极左",a,Lemma
w199603,w199603,"系谱",r,Lemma
w218753,w218753,"对白",n,Lemma
w196373,w196373,"软树蕨",n,Lemma
w235313,w235313,"徒劳无益+地",r,Lemma
w209741,w209741,"红褐色氯化血红素",n,Lemma
w213217,w213217,"总统特许从宽",n,Lemma
w227264,w227264,"谢谢",v,Lemma
w221114,w221114,"抒情诗性",r,Lemma
w258438,w258438,"瓜子黄杨",n,Lemma
w198970,w198970,"短盖豆属",n,Lemma
w249314,w249314,"手枪用的皮套",n,Lemma
w264767,w264767,"视觉性失语症",n,Lemma
w238164,w238164,"蛾",n,Lemma
w264146,w264146,"启示录",a,Lemma
w217298,w217298,"公亩",n,Lemma
w243861,w243861,"纤维软骨",a,Lemma
w244727,w244727,"可比较+地",r,Lemma
w203991,w203991,"球形+的",a,Lemma
w224986,w224986,"细菌抑制剂",n,Lemma
w237787,w237787,"时装样片",n,Lemma
w240320,w240320,"银色+的",a,Lemma
w211982,w211982,"充满活力+的",a,Lemma
w259760,w259760,"汽车解体场",n,Lemma
w249928,w249928,"足可支撑+的",a,Lemma
w196509,w196509,"指顶花",n,Lemma
w194241,w194241,"太空",a,Lemma
w210619,w210619,"不能反射+的",a,Lemma
w215748,w215748,"脊髓+的",a,Lemma
w254376,w254376,"纠正+的",a,Lemma
w194098,w194098,"非商标+地",r,Lemma
w203682,w203682,"使嫩",a,Lemma
w190012,w190012,"泛热带+的",a,Lemma
w242015,w242015,"反轻子",n,Lemma
w259220,w259220,"电路图",n,Lemma
w200467,w200467,"贪得无厌+的",a,Lemma
w201978,w201978,"实验",a,Lemma
w256884,w256884,"增湿手霜",n,Lemma
w235779,w235779,"气体常数",n,Lemma
w224261,w224261,"矛盾命题",n,Lemma
w188550,w188550,"无盖货车",n,Lemma
w239110,w239110,"流鼻涕",a,Lemma
w242451,w242451,"明火枪",n,Lemma
w251712,w251712,"榨取",v,Lemma
w233561,w233561,"儿童期",n,Lemma
w263063,w263063,"得罪",n,Lemma
w218893,w218893,"大吃一惊+的",a,Lemma
w207717,w207717,"法语化",v,Lemma
w236890,w236890,"苏芳花",n,Lemma
w212853,w212853,"巨大的海螺",n,Lemma
w239777,w239777,"除冰装置",n,Lemma
w226285,w226285,"穿叶",a,Lemma
w192525,w192525,"睫+的",a,Lemma
w255811,w255811,"住宅",n,Lemma
w230423,w230423,"花生",n,Lemma
w195899,w195899,"效用",n,Lemma
w241852,w241852,"名词性实词+的",a,Lemma
w247310,w247310,"岔开",v,Lemma
w258168,w258168,"胎盘形成",n,Lemma
w238503,w238503,"分享",n,Lemma
w240148,w240148,"渐圆的",a,Lemma
w188676,w188676,"坐落",a,Lemma
w209159,w209159,"杞忧",n,Lemma
w189158,w189158,"起草",v,Lemma
w220326,w220326,"褐黄跳鼠",n,Lemma
w239002,w239002,"洋樱桃树",n,Lemma
w200321,w200321,"漏洞，漏隙",v,Lemma
w206243,w206243,"孔雀豆",n,Lemma
w250516,w250516,"类中风",a,Lemma
w202081,w202081,"剑柄",n,Lemma
w249651,w249651,"分娩时的阵痛",n,Lemma
w226598,w226598,"拖鞋花",n,Lemma
w231514,w231514,"夫妇关系上",a,Lemma
w238094,w238094,"美式足球",n,Lemma
w255241,w255241,"侧生蒴果",a,Lemma
w241931,w241931,"马脑炎",n,Lemma
w188380,w188380,"卢布",n,Lemma
w231469,w231469,"不同学科之间",a,Lemma
w224002,w224002,"无情+的",a,Lemma
w201932,w201932,"瓣蹼鹬",n,Lemma
w213398,w213398,"索引",a,Lemma
w233268,w233268,"用金箔装饰",v,Lemma
w215984,w215984,"被强化",a,Lemma
w239807,w239807,"沉下",v,Lemma
w223230,w223230,"作证据用+的",a,Lemma
w227836,w227836,"回乡",n,Lemma
w259983,w259983,"箭叶旋花",n,Lemma
w262480,w262480,"等差数列",n,Lemma
w227611,w227611,"山栀",n,Lemma
w263446,w263446,"未得到食物+的",a,Lemma
w227357,w227357,"睡袋",n,Lemma
w252625,w252625,"恶劣",a,Lemma
w219550,w219550,"小炮弹",n,Lemma
w247185,w247185,"脐带+的",a,Lemma
w199447,w199447,"伊斯兰教历第六个月",n,Lemma
w228062,w228062,"蛋白尿症",n,Lemma
w220077,w220077,"变形影象",n,Lemma
w216424,w216424,"吊艇柱",n,Lemma
w226241,w226241,"肌样体",a,Lemma
w214836,w214836,"莹光",a,Lemma
w240971,w240971,"同谋",n,Lemma
w250842,w250842,"丽鱼科",n,Lemma
w251233,w251233,"等翅类",a,Lemma
w255164,w255164,"顶生植物",n,Lemma
w196473,w196473,"弹射器",n,Lemma
w260394,w260394,"砖瓦",n,Lemma
w257003,w257003,"有销路+的",a,Lemma
w236612,w236612,"瓣鳃纲总科",n,Lemma
w239340,w239340,"肉赘",n,Lemma
w211262,w211262,"苯亚乙烯",n,Lemma
w195359,w195359,"吉卜赛语+的",a,Lemma
w242706,w242706,"苦痛",n,Lemma
w229596,w229596,"自然界",n,Lemma
w209504,w209504,"使具特色",v,Lemma
w191812,w191812,"场致发射",n,Lemma
w197505,w197505,"确信",v,Lemma
w233854,w233854,"做过头而使失败",v,Lemma
w194947,w194947,"不吉利",a,Lemma
w188840,w188840,"鼓虫科",n,Lemma
w242181,w242181,"不流畅+地",r,Lemma
w242829,w242829,"核形",a,Lemma
w206727,w206727,"含水过多+的",a,Lemma
w260913,w260913,"焦煤",n,Lemma
w255843,w255843,"能迎风航行+的",a,Lemma
w191446,w191446,"彻底消除",v,Lemma
w237249,w237249,"恐怖症恐惧",n,Lemma
w248640,w248640,"直达+的",a,Lemma
w263993,w263993,"引信",n,Lemma
w189480,w189480,"二色性色盲+的",a,Lemma
w261023,w261023,"令人绝望",a,Lemma
w253322,w253322,"蹙额",v,Lemma
w253494,w253494,"盲角",n,Lemma
w231156,w231156,"马拉松",n,Lemma
w225704,w225704,"神秘怪诞+的",a,Lemma
w219264,w219264,"萨卢基狗",n,Lemma
w246540,w246540,"神经胶质+的",a,Lemma
w262723,w262723,"盖格计数管",n,Lemma
w219721,w219721,"逃不掉",r,Lemma
w226444,w226444,"装有护套",a,Lemma
w247768,w247768,"兰开斯特人+的",a,Lemma
w206394,w206394,"意义不明确",a,Lemma
w226811,w226811,"煤气总管",n,Lemma
w226276,w226276,"不含酒精+的",a,Lemma
w191343,w191343,"肥",a,Lemma
w199236,w199236,"非正义",a,Lemma
w226025,w226025,"特化作用",n,Lemma
w193146,w193146,"加强语气+的",a,Lemma
w248232,w248232,"锤头",n,Lemma
w195902,w195902,"怪癖+的",a,Lemma
w220806,w220806,"使退休",v,Lemma
w237161,w237161,"浸泡",v,Lemma
w205454,w205454,"合得来",a,Lemma
w260492,w260492,"悲恸+地",r,Lemma
w215354,w215354,"未经校订",a,Lemma
w244340,w244340,"扰乱+的",a,Lemma
w217517,w217517,"增大+的",a,Lemma
w189058,w189058,"唾液+的",a,Lemma
w239507,w239507,"立体弧度",n,Lemma
w200724,w200724,"工业空气污染",n,Lemma
w251980,w251980,"秃头症+的",a,Lemma
w222040,w222040,"升温",n,Lemma
w240388,w240388,"传感器",n,Lemma
w251696,w251696,"水胞体",n,Lemma
w204655,w204655,"蛆",n,Lemma
w201751,w201751,"难看",a,Lemma
w234855,w234855,"使起水泡",v,Lemma
w263501,w263501,"风雨侵蚀+的",a,Lemma
w258915,w258915,"麝香牛",n,Lemma
w258541,w258541,"亚里斯多德哲学",n,Lemma
w193231,w193231,"货币银",n,Lemma
w198771,w198771,"得分的发球",n,Lemma
w189289,w189289,"领导+的",a,Lemma
w238019,w238019,"航天",v,Lemma
w217136,w217136,"赎罪节",n,Lemma
w223685,w223685,"甲羟孕酮",n,Lemma
w197644,w197644,"帽子",n,Lemma
w206559,w206559,"黇鹿属",n,Lemma
w223059,w223059,"透彻",a,Lemma
w261531,w261531,"无环+的",a,Lemma
w244078,w244078,"毒鱼豆",n,Lemma
w246716,w246716,"耳蜗+的",a,Lemma
w218207,w218207,"沉默寡言",a,Lemma
w233933,w233933,"不努力",a,Lemma
w236774,w236774,"小憩",v,Lemma
w214293,w214293,"侵染",n,Lemma
w243807,w243807,"武装",v,Lemma
w196892,w196892,"下意识",a,Lemma
w238983,w238983,"液体动力+的",a,Lemma
w202202,w202202,"脂沉积",n,Lemma
w257960,w257960,"维也纳人",a,Lemma
w232814,w232814,"人科的动物",n,Lemma
w196408,w196408,"海上",a,Lemma
w229956,w229956,"膜",n,Lemma
w251265,w251265,"分歧+的",a,Lemma
w211810,w211810,"腱+的",a,Lemma
w250941,w250941,"儒教",a,Lemma
w228435,w228435,"商品化",a,Lemma
w191131,w191131,"艺术学校",n,Lemma
w222944,w222944,"小脓疮",n,Lemma
w222978,w222978,"洋紫苏",n,Lemma
w255465,w255465,"性爱+的",a,Lemma
w213295,w213295,"动摇不定",a,Lemma
w231605,w231605,"穆罕默德",a,Lemma
w201541,w201541,"萱草属植物",n,Lemma
w226340,w226340,"四棱草",n,Lemma
w237874,w237874,"负子蝽科",n,Lemma
w256416,w256416,"紧急事情",n,Lemma
w255911,w255911,"万能选手",n,Lemma
w247172,w247172,"凹面",n,Lemma
w245510,w245510,"毒鱼藤",n,Lemma
w226524,w226524,"二十七",n,Lemma
w251675,w251675,"犯人",n,Lemma
w242377,w242377,"贝塞麦炼钢法",n,Lemma
w215635,w215635,"非难",r,Lemma
w219990,w219990,"智+的",a,Lemma
w256040,w256040,"造小尖塔",v,Lemma
w230586,w230586,"史前史",n,Lemma
w246444,w246444,"汽车贷款",n,Lemma
w263696,w263696,"锯屑",n,Lemma
w223879,w223879,"运用能力",n,Lemma
w204213,w204213,"内膜",a,Lemma
w209754,w209754,"标明",v,Lemma
w205359,w205359,"丧失活力",n,Lemma
w224972,w224972,"热电子发射",n,Lemma
w254925,w254925,"做舵手",v,Lemma
w212565,w212565,"淫荡+的",r,Lemma
w205819,w205819,"痴迷+的",a,Lemma
w239909,w239909,"苯胺",n,Lemma
w250196,w250196,"吠陀+的",a,Lemma
w249335,w249335,"美洲史料",n,Lemma
w249345,w249345,"冷漠无情",a,Lemma
w188853,w188853,"碾碎",a,Lemma
w194681,w194681,"使化体",v,Lemma
w206464,w206464,"使规律化",v,Lemma
w213448,w213448,"前驱症状",n,Lemma
w227858,w227858,"含砷+的",a,Lemma
w253143,w253143,"教堂",n,Lemma
w224762,w224762,"被告席",n,Lemma
w264611,w264611,"免罪+的",a,Lemma
w192206,w192206,"妊娠+的",a,Lemma
w220724,w220724,"不可侵犯",a,Lemma
w219764,w219764,"能凝结+的",a,Lemma
w212379,w212379,"拘禁",v,Lemma
w219538,w219538,"优异+的",a,Lemma
w189536,w189536,"营救",v,Lemma
w196671,w196671,"光明磊落的",a,Lemma
w262861,w262861,"存在",n,Lemma
w244592,w244592,"凤仙花科",n,Lemma
w197987,w197987,"非洲苦苣苔",n,Lemma
w256891,w256891,"球形突出物",n,Lemma
w201837,w201837,"搏斗",n,Lemma
w191905,w191905,"现代希腊+的",a,Lemma
w252807,w252807,"黑色洗液",n,Lemma
w209494,w209494,"渴睡症",n,Lemma
w230524,w230524,"黄体酮",n,Lemma
w231415,w231415,"不受控制",a,Lemma
w191626,w191626,"生物催化+的",a,Lemma
w196167,w196167,"小房间",n,Lemma
w225736,w225736,"孤独",a,Lemma
w238759,w238759,"有营养",a,Lemma
w210868,w210868,"屈尊",a,Lemma
w233213,w233213,"有性吸引力",a,Lemma
w204524,w204524,"历史",a,Lemma
w239194,w239194,"少晶状体",n,Lemma
w255570,w255570,"德州羽扇豆",n,Lemma
w229670,w229670,"损耗量",n,Lemma
w197517,w197517,"工资名单",n,Lemma
w225820,w225820,"循环+的",a,Lemma
w228635,w228635,"移向",v,Lemma
w216864,w216864,"口服避孕药",n,Lemma
w223074,w223074,"丙酮血",n,Lemma
w191957,w191957,"奥尔类脐菇",n,Lemma
w195670,w195670,"鞭样+的",a,Lemma
w218218,w218218,"竖式",a,Lemma
w254732,w254732,"低水平",r,Lemma
w223591,w223591,"圆筒针织布",a,Lemma
w208857,w208857,"张帖",v,Lemma
w225923,w225923,"引起联想+的",a,Lemma
w188829,w188829,"镍",n,Lemma
w238591,w238591,"通血图",n,Lemma
w238074,w238074,"有银色光泽",a,Lemma
w230414,w230414,"有创造力",r,Lemma
w196430,w196430,"似鹿+的",a,Lemma
w205801,w205801,"小轮搬运车",n,Lemma
w224609,w224609,"信号中断",n,Lemma
w200101,w200101,"更换+的",a,Lemma
w233112,w233112,"有毒性+的",a,Lemma
w211844,w211844,"丙基硫氧嘧啶",n,Lemma
w233845,w233845,"灌",v,Lemma
w231573,w231573,"慎重+地",r,Lemma
w202421,w202421,"红疹",n,Lemma
w207361,w207361,"巴巴多斯人",a,Lemma
w214041,w214041,"举止",n,Lemma
w232234,w232234,"使陷入",v,Lemma
w255355,w255355,"瓜尔豆属",n,Lemma
w200637,w200637,"父系亲属+的",a,Lemma
w217814,w217814,"一级烧伤",n,Lemma
w255278,w255278,"龅牙",a,Lemma
w252636,w252636,"整除数",n,Lemma
w190264,w190264,"凶恶+地",r,Lemma
w212262,w212262,"无可反驳+的",a,Lemma
w241874,w241874,"平截头棱椎体",n,Lemma
w222187,w222187,"占兆官",n,Lemma
w214099,w214099,"发荧光",v,Lemma
w197190,w197190,"关节",n,Lemma
w213042,w213042,"作为报酬",r,Lemma
w228489,w228489,"三便士",n,Lemma
w199096,w199096,"桶形",n,Lemma
w196052,w196052,"视觉+的",a,Lemma
w239274,w239274,"无热量",a,Lemma
w251465,w251465,"妄想",a,Lemma
w233040,w233040,"未组织+的",a,Lemma
w242805,w242805,"街角",n,Lemma
w231669,w231669,"有作用",a,Lemma
w232794,w232794,"有道德",r,Lemma
w263341,w263341,"听度计",n,Lemma
w214233,w214233,"六重+的",a,Lemma
w238851,w238851,"食橱",n,Lemma
w252331,w252331,"繁荣+的",a,Lemma
w230172,w230172,"心电图仪",a,Lemma
w264313,w264313,"甲氟喹",n,Lemma
w209811,w209811,"穿旧+的",a,Lemma
w224426,w224426,"六道木属",n,Lemma
w219114,w219114,"小兔",n,Lemma
w232944,w232944,"生物安全",n,Lemma
w255711,w255711,"疼痛",n,Lemma
w260897,w260897,"差异+的",a,Lemma
w201171,w201171,"仁频",n,Lemma
w209036,w209036,"舟",n,Lemma
w209520,w209520,"完全相同",a,Lemma
w234059,w234059,"延误",n,Lemma
w252818,w252818,"难受",r,Lemma
w252709,w252709,"三桅小帆船",n,Lemma
w259953,w259953,"吸入药",n,Lemma
w260926,w260926,"黄蔓",n,Lemma
w201898,w201898,"利索+的",a,Lemma
w235158,w235158,"氯化银",n,Lemma
w254905,w254905,"黄铜饰品",n,Lemma
w252543,w252543,"塞紧",a,Lemma
w229209,w229209,"神风敢死队",n,Lemma
w199685,w199685,"搀扶",v,Lemma
w257685,w257685,"给予签证",v,Lemma
w208321,w208321,"贵橄榄石",n,Lemma
w208929,w208929,"有尾状附属物+的",a,Lemma
w216176,w216176,"不忠实地",r,Lemma
w225272,w225272,"贴切的",a,Lemma
w244227,w244227,"甲鱼",n,Lemma
w231106,w231106,"税率",n,Lemma
w237665,w237665,"显着",r,Lemma
w210160,w210160,"深思熟虑",a,Lemma
w217530,w217530,"奥古斯丁",n,Lemma
w261364,w261364,"灌木+的",a,Lemma
w236950,w236950,"感应+的",a,Lemma
w196778,w196778,"肩胛骨+的",a,Lemma
w208838,w208838,"榜样",n,Lemma
w234218,w234218,"亲切",n,Lemma
w251148,w251148,"偏荡",v,Lemma
w216743,w216743,"透不过气",n,Lemma
w202756,w202756,"栅偏压电池",n,Lemma
w262790,w262790,"闭塞性动脉硬化",n,Lemma
w256236,w256236,"摊还",n,Lemma
w259134,w259134,"块茎马利筋",n,Lemma
w202278,w202278,"北非",a,Lemma
w216481,w216481,"利右+的",a,Lemma
w214506,w214506,"假风疹",n,Lemma
w198143,w198143,"翠菊",n,Lemma
w212109,w212109,"里克特震级",n,Lemma
w254354,w254354,"烧砖炉",n,Lemma
w260271,w260271,"给予荣誉+的",a,Lemma
w232313,w232313,"苹果",n,Lemma
w217085,w217085,"中央大厅",n,Lemma
w203999,w203999,"非常穷",a,Lemma
w220531,w220531,"鲸油",n,Lemma
w228224,w228224,"弄堂",n,Lemma
w250765,w250765,"胸膜+的",a,Lemma
w216568,w216568,"丧失+的",a,Lemma
w239799,w239799,"燕卵",n,Lemma
w198292,w198292,"留待",v,Lemma
w195431,w195431,"紫草属",n,Lemma
w237042,w237042,"不切题+地",r,Lemma
w256666,w256666,"非保密+的",a,Lemma
w245619,w245619,"霍乱+的",a,Lemma
w241272,w241272,"赤狐",n,Lemma
w210546,w210546,"口腔干燥",n,Lemma
w241569,w241569,"享有最高荣誉+的",a,Lemma
w250740,w250740,"君主国",n,Lemma
w235938,w235938,"预算",n,Lemma
w221049,w221049,"催嚏+的",a,Lemma
w240868,w240868,"砂锅",n,Lemma
w201428,w201428,"黑匣子",n,Lemma
w199078,w199078,"折断",n,Lemma
w239525,w239525,"全部+的",a,Lemma
w241086,w241086,"唆使者",n,Lemma
w204422,w204422,"枕套",n,Lemma
w206922,w206922,"舒服",a,Lemma
w212518,w212518,"阿拉巴马州人",n,Lemma
w202822,w202822,"赤道",a,Lemma
w229333,w229333,"母亲",r,Lemma
w255128,w255128,"防冻剂",n,Lemma
w191862,w191862,"小斗篷",n,Lemma
w209821,w209821,"檀香木",n,Lemma
w220929,w220929,"非特异性",a,Lemma
w229693,w229693,"无肢",n,Lemma
w259329,w259329,"帆布帐篷",n,Lemma
w244622,w244622,"对切",n,Lemma
w195764,w195764,"感到饿+的",a,Lemma
w198533,w198533,"成功地绕过",v,Lemma
w245944,w245944,"刺骨+地",r,Lemma
w253131,w253131,"近关节的",a,Lemma
w236582,w236582,"剑形+的",a,Lemma
w254397,w254397,"甲病",n,Lemma
w241202,w241202,"行板乐曲",n,Lemma
w248631,w248631,"呈灰色+的",a,Lemma
w213264,w213264,"泌乳",n,Lemma
w211322,w211322,"值得注意+的",a,Lemma
w204498,w204498,"郁郁不乐+的",a,Lemma
w258903,w258903,"乳白色",a,Lemma
w232580,w232580,"环圈结",n,Lemma
w201854,w201854,"卑贱状态",n,Lemma
w256215,w256215,"残羹冷炙",n,Lemma
w228672,w228672,"白花丹科+的",a,Lemma
w262578,w262578,"顶端成尖形",a,Lemma
w245035,w245035,"管",a,Lemma
w207446,w207446,"象征手法+的",a,Lemma
w236323,w236323,"苏联+的",a,Lemma
w237449,w237449,"马鞍菌科",n,Lemma
w253371,w253371,"手镯",n,Lemma
w221923,w221923,"光化反应",n,Lemma
w232716,w232716,"憨鲣鸟",n,Lemma
w206874,w206874,"红花益母草",n,Lemma
w200398,w200398,"再造",v,Lemma
w234543,w234543,"波洛领带",n,Lemma
w251193,w251193,"雨伞",n,Lemma
w242775,w242775,"长满树木",a,Lemma
w259633,w259633,"滑膛",a,Lemma
w218610,w218610,"燃油液面高度",n,Lemma
w202212,w202212,"地图",n,Lemma
w246411,w246411,"高血压症",n,Lemma
w192126,w192126,"纺织品",n,Lemma
w196588,w196588,"折叠",v,Lemma
w193807,w193807,"有条不紊",a,Lemma
w254052,w254052,"宽角度+的",a,Lemma
w207694,w207694,"编者+的",a,Lemma
w254745,w254745,"福音+的",a,Lemma
w237507,w237507,"神志正常",a,Lemma
w215489,w215489,"蒴苞",n,Lemma
w254623,w254623,"定期+的",a,Lemma
w198081,w198081,"马桶椅",n,Lemma
w188565,w188565,"恒载",n,Lemma
w212396,w212396,"驱策力",n,Lemma
w223184,w223184,"努米底亚人",a,Lemma
w207462,w207462,"小心+地",r,Lemma
w209749,w209749,"趣味高雅+的",a,Lemma
w227125,w227125,"子夜",n,Lemma
w236318,w236318,"下通草",n,Lemma
w223386,w223386,"不值得注意",r,Lemma
w230509,w230509,"波道",n,Lemma
w195912,w195912,"德",n,Lemma
w232931,w232931,"邮票",n,Lemma
w190255,w190255,"大眼鲷属",n,Lemma
w213768,w213768,"安息香科",n,Lemma
w218833,w218833,"独立大厅",n,Lemma
w205880,w205880,"发抖",v,Lemma
